,
0,1
0.01,0.99874
0.02,0.99495
0.03,0.98865
0.04,0.97986
0.05,0.96858
0.06,0.95486
0.07,0.93873
0.08,0.92023
0.09,0.89941
0.1,0.87631
0.11,0.85099
0.12,0.82353
0.13,0.79399
0.14,0.76244
0.15,0.72897
0.16,0.69365
0.17,0.65659
0.18,0.61786
0.19,0.57757
0.2,0.53583
0.21,0.49273
0.22,0.44838
0.23,0.40291
0.24,0.35641
0.25,0.30902
0.26,0.26084
0.27,0.21201
0.28,0.16264
0.29,0.11286
0.3,0.062791
0.31,0.012566
0.32,-0.03769
0.33,-0.087851
0.34,-0.13779
0.35,-0.18738
0.36,-0.2365
0.37,-0.28502
0.38,-0.33282
0.39,-0.37978
0.4,-0.42578
0.41,-0.4707
0.42,-0.51444
0.43,-0.55688
0.44,-0.5979
0.45,-0.63742
0.46,-0.67533
0.47,-0.71154
0.48,-0.74594
0.49,-0.77846
0.5,-0.80902
0.51,-0.83753
0.52,-0.86392
0.53,-0.88814
0.54,-0.91011
0.55,-0.92978
0.56,-0.9471
0.57,-0.96203
0.58,-0.97453
0.59,-0.98456
0.6,-0.99211
0.61,-0.99716
0.62,-0.99968
0.63,-0.99968
0.64,-0.99716
0.65,-0.99211
0.66,-0.98456
0.67,-0.97453
0.68,-0.96203
0.69,-0.9471
0.7,-0.92978
0.71,-0.91011
0.72,-0.88814
0.73,-0.86392
0.74,-0.83753
0.75,-0.80902
0.76,-0.77846
0.77,-0.74594
0.78,-0.71154
0.79,-0.67533
0.8,-0.63742
0.81,-0.5979
0.82,-0.55688
0.83,-0.51444
0.84,-0.4707
0.85,-0.42578
0.86,-0.37978
0.87,-0.33282
0.88,-0.28502
0.89,-0.2365
0.9,-0.18738
0.91,-0.13779
0.92,-0.087851
0.93,-0.03769
0.94,0.012566
0.95,0.062791
0.96,0.11286
0.97,0.16264
0.98,0.21201
0.99,0.26084
1,0.30902
1.01,0.35641
1.02,0.40291
1.03,0.44838
1.04,0.49273
1.05,0.53583
1.06,0.57757
1.07,0.61786
1.08,0.65659
1.09,0.69365
1.1,0.72897
1.11,0.76244
1.12,0.79399
1.13,0.82353
1.14,0.85099
1.15,0.87631
1.16,0.89941
1.17,0.92023
1.18,0.93873
1.19,0.95486
1.2,0.96858
1.21,0.97986
1.22,0.98865
1.23,0.99495
1.24,0.99874
1.25,1
1.26,0.99874
1.27,0.99495
1.28,0.98865
1.29,0.97986
1.3,0.96858
1.31,0.95486
1.32,0.93873
1.33,0.92023
1.34,0.89941
1.35,0.87631
1.36,0.85099
1.37,0.82353
1.38,0.79399
1.39,0.76244
1.4,0.72897
1.41,0.69365
1.42,0.65659
1.43,0.61786
1.44,0.57757
1.45,0.53583
1.46,0.49273
1.47,0.44838
1.48,0.40291
1.49,0.35641
1.5,0.30902
1.51,0.26084
1.52,0.21201
1.53,0.16264
